"iso_2","iso_3","country","continent","year","tax","variable","value"
"FI","FIN","Finland","EU","2016","5000 Consumption","% of GDP",14.429
"FI","FIN","Finland","EU","2017","5000 Consumption","% of GDP",14.19
"FI","FIN","Finland","EU","2018","5121 Excise","% of Total Revenue",8.473
"FI","FIN","Finland","EU","2018","5121 Excise","% of GDP",3.591
"FI","FIN","Finland","EU","2019","5121 Excise","% of GDP",3.419
"FI","FIN","Finland","EU","2018","5111 VAT","% of GDP",9.143
"FI","FIN","Finland","EU","2019","5121 Excise","% of Total Revenue",8.104
"FI","FIN","Finland","EU","2018","5111 VAT","% of Total Revenue",21.574
"FI","FIN","Finland","EU","2016","5121 Excise","% of GDP",3.768
"FI","FIN","Finland","EU","2017","5112 Sales","% of GDP",0
"FI","FIN","Finland","EU","2018","5112 Sales","% of GDP",0
"FI","FIN","Finland","EU","2019","5112 Sales","% of GDP",0
"FI","FIN","Finland","EU","2019","5111 VAT","% of Total Revenue",21.652
"FI","FIN","Finland","EU","2016","5111 VAT","% of GDP",9.054
"FI","FIN","Finland","EU","2017","5111 VAT","% of GDP",9.031
"FI","FIN","Finland","EU","2019","5111 VAT","% of GDP",9.135
"FI","FIN","Finland","EU","2017","5121 Excise","% of GDP",3.542
"FI","FIN","Finland","EU","2019","5000 Consumption","% of Total Revenue",33.698
"FI","FIN","Finland","EU","2017","5112 Sales","% of Total Revenue",0
"FI","FIN","Finland","EU","2018","5112 Sales","% of Total Revenue",0
"FI","FIN","Finland","EU","2019","5112 Sales","% of Total Revenue",0
"FI","FIN","Finland","EU","2016","5112 Sales","% of GDP",0
"FI","FIN","Finland","EU","2016","5121 Excise","% of Total Revenue",8.616
"FI","FIN","Finland","EU","2017","5121 Excise","% of Total Revenue",8.251
"FI","FIN","Finland","EU","2016","5111 VAT","% of Total Revenue",20.705
"FI","FIN","Finland","EU","2017","5111 VAT","% of Total Revenue",21.038
"FI","FIN","Finland","EU","2018","5000 Consumption","% of GDP",14.328
"FI","FIN","Finland","EU","2019","5000 Consumption","% of GDP",14.217
"FI","FIN","Finland","EU","2016","5000 Consumption","% of Total Revenue",32.998
"FI","FIN","Finland","EU","2017","5000 Consumption","% of Total Revenue",33.058
"FI","FIN","Finland","EU","2018","5000 Consumption","% of Total Revenue",33.81
"FI","FIN","Finland","EU","2016","5112 Sales","% of Total Revenue",0
"FR","FRA","France","EU","2017","5112 Sales","% of GDP",0
"FR","FRA","France","EU","2019","5111 VAT","% of GDP",7.209
"FR","FRA","France","EU","2019","5000 Consumption","% of Total Revenue",27.061
"FR","FRA","France","EU","2018","5121 Excise","% of Total Revenue",5.957
"FR","FRA","France","EU","2018","5111 VAT","% of GDP",7.09
"FR","FRA","France","EU","2019","5112 Sales","% of Total Revenue",0
"FR","FRA","France","EU","2016","5112 Sales","% of GDP",0
"FR","FRA","France","EU","2017","5112 Sales","% of Total Revenue",0
"FR","FRA","France","EU","2018","5112 Sales","% of Total Revenue",0
"FR","FRA","France","EU","2016","5121 Excise","% of GDP",2.624
"FR","FRA","France","EU","2017","5121 Excise","% of GDP",2.679
"FR","FRA","France","EU","2016","5121 Excise","% of Total Revenue",5.782
"FR","FRA","France","EU","2017","5121 Excise","% of Total Revenue",5.814
"FR","FRA","France","EU","2016","5000 Consumption","% of GDP",11.825
"FR","FRA","France","EU","2017","5000 Consumption","% of GDP",12.029
"FR","FRA","France","EU","2018","5000 Consumption","% of GDP",12.211
"FR","FRA","France","EU","2019","5000 Consumption","% of GDP",12.286
"FR","FRA","France","EU","2019","5121 Excise","% of GDP",2.666
"FR","FRA","France","EU","2016","5111 VAT","% of Total Revenue",15.216
"FR","FRA","France","EU","2019","5121 Excise","% of Total Revenue",5.872
"FR","FRA","France","EU","2018","5121 Excise","% of GDP",2.736
"FR","FRA","France","EU","2016","5112 Sales","% of Total Revenue",0
"FR","FRA","France","EU","2016","5000 Consumption","% of Total Revenue",26.061
"FR","FRA","France","EU","2017","5000 Consumption","% of Total Revenue",26.112
"FR","FRA","France","EU","2018","5000 Consumption","% of Total Revenue",26.588
"FR","FRA","France","EU","2019","5111 VAT","% of Total Revenue",15.879
"FR","FRA","France","EU","2016","5111 VAT","% of GDP",6.904
"FR","FRA","France","EU","2017","5111 VAT","% of GDP",7.034
"FR","FRA","France","EU","2018","5111 VAT","% of Total Revenue",15.438
"FR","FRA","France","EU","2019","5112 Sales","% of GDP",0
"FR","FRA","France","EU","2018","5112 Sales","% of GDP",0
"FR","FRA","France","EU","2017","5111 VAT","% of Total Revenue",15.269
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2018","5112 Sales","% of Total Revenue",0
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2017","5112 Sales","% of GDP",0
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2017","5000 Consumption","% of GDP",10.704
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2018","5112 Sales","% of GDP",0
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2016","5112 Sales","% of GDP",0
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2019","5000 Consumption","% of Total Revenue",32.589
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2016","5121 Excise","% of Total Revenue",7.363
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2016","5111 VAT","% of GDP",6.892
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2019","5112 Sales","% of GDP",0
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2016","5111 VAT","% of Total Revenue",21.118
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2018","5121 Excise","% of GDP",2.291
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2019","5121 Excise","% of GDP",2.224
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2019","5112 Sales","% of Total Revenue",0
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2018","5000 Consumption","% of Total Revenue",32.635
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2016","5000 Consumption","% of GDP",10.777
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2016","5112 Sales","% of Total Revenue",0
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2018","5000 Consumption","% of GDP",10.733
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2019","5000 Consumption","% of GDP",10.749
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2017","5121 Excise","% of GDP",2.351
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2017","5121 Excise","% of Total Revenue",7.161
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2017","5111 VAT","% of Total Revenue",20.94
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2016","5121 Excise","% of GDP",2.403
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2017","5000 Consumption","% of Total Revenue",32.608
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2019","5111 VAT","% of GDP",6.997
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2017","5112 Sales","% of Total Revenue",0
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2016","5000 Consumption","% of Total Revenue",33.021
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2018","5111 VAT","% of GDP",6.952
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2019","5121 Excise","% of Total Revenue",6.742
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2018","5111 VAT","% of Total Revenue",21.14
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2017","5111 VAT","% of GDP",6.874
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2019","5111 VAT","% of Total Revenue",21.213
"GB","GBR","United Kingdom of Great Britain and Northern Ireland","EU","2018","5121 Excise","% of Total Revenue",6.966
"GR","GRC","Greece","EU","2018","5111 VAT","% of GDP",8.277
"GR","GRC","Greece","EU","2016","5000 Consumption","% of GDP",15.501
"GR","GRC","Greece","EU","2017","5111 VAT","% of GDP",8.125
"GR","GRC","Greece","EU","2016","5111 VAT","% of Total Revenue",21.17
"GR","GRC","Greece","EU","2016","5111 VAT","% of GDP",8.121
"GR","GRC","Greece","EU","2016","5112 Sales","% of Total Revenue",0
"GR","GRC","Greece","EU","2016","5112 Sales","% of GDP",0
"GR","GRC","Greece","EU","2016","5000 Consumption","% of Total Revenue",40.409
"GR","GRC","Greece","EU","2017","5111 VAT","% of Total Revenue",21.036
"GR","GRC","Greece","EU","2018","5111 VAT","% of Total Revenue",21.266
"GR","GRC","Greece","EU","2017","5112 Sales","% of Total Revenue",0
"GR","GRC","Greece","EU","2017","5112 Sales","% of GDP",0
"GR","GRC","Greece","EU","2018","5112 Sales","% of GDP",0
"GR","GRC","Greece","EU","2019","5112 Sales","% of GDP",0
"GR","GRC","Greece","EU","2016","5121 Excise","% of Total Revenue",10.533
"GR","GRC","Greece","EU","2017","5121 Excise","% of Total Revenue",9.882
"GR","GRC","Greece","EU","2016","5121 Excise","% of GDP",4.041
"GR","GRC","Greece","EU","2017","5000 Consumption","% of Total Revenue",39.792
"GR","GRC","Greece","EU","2018","5121 Excise","% of GDP",3.862
"GR","GRC","Greece","EU","2017","5000 Consumption","% of GDP",15.369
"GR","GRC","Greece","EU","2018","5112 Sales","% of Total Revenue",0
"GR","GRC","Greece","EU","2017","5121 Excise","% of GDP",3.816
"GR","GRC","Greece","EU","2019","5000 Consumption","% of GDP",15.328
"GR","GRC","Greece","EU","2019","5000 Consumption","% of Total Revenue",39.6
"GR","GRC","Greece","EU","2019","5112 Sales","% of Total Revenue",0
"GR","GRC","Greece","EU","2018","5000 Consumption","% of Total Revenue",39.497
"GR","GRC","Greece","EU","2018","5121 Excise","% of Total Revenue",9.924
"GR","GRC","Greece","EU","2018","5000 Consumption","% of GDP",15.372
"HU","HUN","Hungary","EU","2017","5111 VAT","% of Total Revenue",24.393
"HU","HUN","Hungary","EU","2016","5111 VAT","% of Total Revenue",23.323
"HU","HUN","Hungary","EU","2017","5121 Excise","% of GDP",2.981
"HU","HUN","Hungary","EU","2016","5112 Sales","% of GDP",0.144
"HU","HUN","Hungary","EU","2016","5121 Excise","% of GDP",3.205
"HU","HUN","Hungary","EU","2018","5112 Sales","% of Total Revenue",0.46
"HU","HUN","Hungary","EU","2019","5121 Excise","% of GDP",2.788
"HU","HUN","Hungary","EU","2017","5112 Sales","% of Total Revenue",0.438
"HU","HUN","Hungary","EU","2018","5121 Excise","% of Total Revenue",7.95
"HU","HUN","Hungary","EU","2018","5121 Excise","% of GDP",2.977
"HU","HUN","Hungary","EU","2016","5112 Sales","% of Total Revenue",0.366
"HU","HUN","Hungary","EU","2017","5121 Excise","% of Total Revenue",7.787
"HU","HUN","Hungary","EU","2016","5111 VAT","% of GDP",9.193
"HU","HUN","Hungary","EU","2019","5121 Excise","% of Total Revenue",7.794
"HU","HUN","Hungary","EU","2016","5121 Excise","% of Total Revenue",8.132
"HU","HUN","Hungary","EU","2018","5112 Sales","% of GDP",0.172
"HU","HUN","Hungary","EU","2017","5000 Consumption","% of GDP",16.444
"HU","HUN","Hungary","EU","2018","5000 Consumption","% of GDP",16.757
"HU","HUN","Hungary","EU","2017","5112 Sales","% of GDP",0.168
"HU","HUN","Hungary","EU","2016","5000 Consumption","% of GDP",16.663
"HU","HUN","Hungary","EU","2016","5000 Consumption","% of Total Revenue",42.277
"HU","HUN","Hungary","EU","2019","5112 Sales","% of GDP",0.113
"HU","HUN","Hungary","EU","2019","5000 Consumption","% of GDP",16.22
"HU","HUN","Hungary","EU","2019","5112 Sales","% of Total Revenue",0.315
"HU","HUN","Hungary","EU","2018","5111 VAT","% of Total Revenue",25.847
"HU","HUN","Hungary","EU","2017","5000 Consumption","% of Total Revenue",42.953
"HU","HUN","Hungary","EU","2018","5000 Consumption","% of Total Revenue",44.745
"HU","HUN","Hungary","EU","2019","5000 Consumption","% of Total Revenue",45.344
"HU","HUN","Hungary","EU","2017","5111 VAT","% of GDP",9.338
"HU","HUN","Hungary","EU","2018","5111 VAT","% of GDP",9.68
"HU","HUN","Hungary","EU","2019","5111 VAT","% of GDP",9.687
"HU","HUN","Hungary","EU","2019","5111 VAT","% of Total Revenue",27.081
"IE","IRL","Ireland","EU","2019","5111 VAT","% of GDP",4.4
"IE","IRL","Ireland","EU","2017","5112 Sales","% of Total Revenue",0
"IE","IRL","Ireland","EU","2016","5111 VAT","% of Total Revenue",19.647
"IE","IRL","Ireland","EU","2016","5112 Sales","% of Total Revenue",0
"IE","IRL","Ireland","EU","2018","5111 VAT","% of GDP",4.375
"IE","IRL","Ireland","EU","2016","5111 VAT","% of GDP",4.639
"IE","IRL","Ireland","EU","2017","5111 VAT","% of GDP",4.395
"IE","IRL","Ireland","EU","2017","5112 Sales","% of GDP",0
"IE","IRL","Ireland","EU","2016","5000 Consumption","% of GDP",7.724
"IE","IRL","Ireland","EU","2017","5000 Consumption","% of GDP",7.43
"IE","IRL","Ireland","EU","2016","5112 Sales","% of GDP",0
"IE","IRL","Ireland","EU","2019","5111 VAT","% of Total Revenue",19.423
"IE","IRL","Ireland","EU","2018","5112 Sales","% of GDP",0
"IE","IRL","Ireland","EU","2017","5111 VAT","% of Total Revenue",19.311
"IE","IRL","Ireland","EU","2018","5111 VAT","% of Total Revenue",19.294
"IE","IRL","Ireland","EU","2018","5112 Sales","% of Total Revenue",0
"IE","IRL","Ireland","EU","2017","5121 Excise","% of GDP",2.074
"IE","IRL","Ireland","EU","2016","5000 Consumption","% of Total Revenue",32.716
"IE","IRL","Ireland","EU","2017","5000 Consumption","% of Total Revenue",32.643
"IE","IRL","Ireland","EU","2016","5121 Excise","% of GDP",2.122
"IE","IRL","Ireland","EU","2018","5121 Excise","% of Total Revenue",7.469
"IE","IRL","Ireland","EU","2018","5121 Excise","% of GDP",1.693
"IE","IRL","Ireland","EU","2019","5121 Excise","% of GDP",1.721
"IE","IRL","Ireland","EU","2019","5112 Sales","% of GDP",0
"IE","IRL","Ireland","EU","2019","5000 Consumption","% of Total Revenue",30.601
"IE","IRL","Ireland","EU","2019","5112 Sales","% of Total Revenue",0
"IE","IRL","Ireland","EU","2016","5121 Excise","% of Total Revenue",8.989
"IE","IRL","Ireland","EU","2017","5121 Excise","% of Total Revenue",9.114
"IE","IRL","Ireland","EU","2019","5121 Excise","% of Total Revenue",7.596
"IE","IRL","Ireland","EU","2018","5000 Consumption","% of GDP",6.98
"IE","IRL","Ireland","EU","2019","5000 Consumption","% of GDP",6.933
"IE","IRL","Ireland","EU","2018","5000 Consumption","% of Total Revenue",30.785
"IS","ISL","Iceland","EU","2017","5000 Consumption","% of GDP",12.644
"IS","ISL","Iceland","EU","2017","5121 Excise","% of Total Revenue",6.89
"IS","ISL","Iceland","EU","2018","5000 Consumption","% of GDP",12.388
"IS","ISL","Iceland","EU","2016","5121 Excise","% of Total Revenue",4.876
"IS","ISL","Iceland","EU","2016","5000 Consumption","% of GDP",11.877
"IS","ISL","Iceland","EU","2016","5112 Sales","% of Total Revenue",0
"IS","ISL","Iceland","EU","2019","5000 Consumption","% of GDP",11.81
"IS","ISL","Iceland","EU","2018","5112 Sales","% of Total Revenue",0
"IS","ISL","Iceland","EU","2019","5112 Sales","% of Total Revenue",0
"IS","ISL","Iceland","EU","2019","5000 Consumption","% of Total Revenue",32.738
"IS","ISL","Iceland","EU","2017","5112 Sales","% of Total Revenue",0
"IS","ISL","Iceland","EU","2016","5121 Excise","% of GDP",2.477
"IS","ISL","Iceland","EU","2016","5111 VAT","% of GDP",8.247
"IS","ISL","Iceland","EU","2017","5111 VAT","% of GDP",8.942
"IS","ISL","Iceland","EU","2018","5111 VAT","% of GDP",8.776
"IS","ISL","Iceland","EU","2019","5111 VAT","% of GDP",8.509
"IS","ISL","Iceland","EU","2017","5000 Consumption","% of Total Revenue",33.659
"IS","ISL","Iceland","EU","2018","5000 Consumption","% of Total Revenue",33.278
"IS","ISL","Iceland","EU","2019","5111 VAT","% of Total Revenue",23.587
"IS","ISL","Iceland","EU","2016","5111 VAT","% of Total Revenue",16.232
"IS","ISL","Iceland","EU","2018","5121 Excise","% of Total Revenue",6.7
"IS","ISL","Iceland","EU","2017","5121 Excise","% of GDP",2.588
"IS","ISL","Iceland","EU","2016","5112 Sales","% of GDP",0
"IS","ISL","Iceland","EU","2017","5112 Sales","% of GDP",0
"IS","ISL","Iceland","EU","2017","5111 VAT","% of Total Revenue",23.805
"IS","ISL","Iceland","EU","2018","5111 VAT","% of Total Revenue",23.576
"IS","ISL","Iceland","EU","2019","5121 Excise","% of GDP",2.29
"IS","ISL","Iceland","EU","2016","5000 Consumption","% of Total Revenue",23.376
"IS","ISL","Iceland","EU","2019","5112 Sales","% of GDP",0
"IS","ISL","Iceland","EU","2018","5112 Sales","% of GDP",0
"IS","ISL","Iceland","EU","2018","5121 Excise","% of GDP",2.494
"IS","ISL","Iceland","EU","2019","5121 Excise","% of Total Revenue",6.347
"IL","ISR","Israel","AS","2016","5000 Consumption","% of GDP",11.796
"IL","ISR","Israel","AS","2017","5112 Sales","% of GDP",1.295
"IL","ISR","Israel","AS","2017","5000 Consumption","% of GDP",11.284
"IL","ISR","Israel","AS","2016","5000 Consumption","% of Total Revenue",37.83
"IL","ISR","Israel","AS","2017","5000 Consumption","% of Total Revenue",34.674
"IL","ISR","Israel","AS","2018","5000 Consumption","% of Total Revenue",36.319
"IL","ISR","Israel","AS","2018","5000 Consumption","% of GDP",11.24
"IL","ISR","Israel","AS","2016","5112 Sales","% of GDP",1.705
"IL","ISR","Israel","AS","2018","5112 Sales","% of GDP",1.339
"IL","ISR","Israel","AS","2019","5000 Consumption","% of GDP",10.931
"IL","ISR","Israel","AS","2017","5111 VAT","% of GDP",7.447
"IL","ISR","Israel","AS","2018","5111 VAT","% of GDP",7.476
"IL","ISR","Israel","AS","2019","5111 VAT","% of GDP",7.284
"IL","ISR","Israel","AS","2019","5000 Consumption","% of Total Revenue",35.87
"IL","ISR","Israel","AS","2019","5112 Sales","% of Total Revenue",4.217
"IL","ISR","Israel","AS","2019","5111 VAT","% of Total Revenue",23.901
"IL","ISR","Israel","AS","2016","5112 Sales","% of Total Revenue",5.469
"IL","ISR","Israel","AS","2018","5112 Sales","% of Total Revenue",4.326
"IL","ISR","Israel","AS","2016","5111 VAT","% of GDP",7.518
"IL","ISR","Israel","AS","2019","5112 Sales","% of GDP",1.285
"IL","ISR","Israel","AS","2016","5121 Excise","% of GDP",1.493
"IL","ISR","Israel","AS","2017","5112 Sales","% of Total Revenue",3.979
"IL","ISR","Israel","AS","2019","5121 Excise","% of GDP",1.387
"IL","ISR","Israel","AS","2018","5111 VAT","% of Total Revenue",24.158
"IL","ISR","Israel","AS","2017","5121 Excise","% of Total Revenue",4.675
"IL","ISR","Israel","AS","2017","5121 Excise","% of GDP",1.521
"IL","ISR","Israel","AS","2017","5111 VAT","% of Total Revenue",22.882
"IL","ISR","Israel","AS","2016","5121 Excise","% of Total Revenue",4.787
"IL","ISR","Israel","AS","2018","5121 Excise","% of Total Revenue",4.59
"IL","ISR","Israel","AS","2018","5121 Excise","% of GDP",1.421
"IL","ISR","Israel","AS","2016","5111 VAT","% of Total Revenue",24.11
"IL","ISR","Israel","AS","2019","5121 Excise","% of Total Revenue",4.551
"IT","ITA","Italy","EU","2016","5111 VAT","% of Total Revenue",14.251
"IT","ITA","Italy","EU","2017","5121 Excise","% of GDP",2.742
"IT","ITA","Italy","EU","2018","5121 Excise","% of GDP",2.666
"IT","ITA","Italy","EU","2019","5121 Excise","% of GDP",2.644
"IT","ITA","Italy","EU","2016","5111 VAT","% of GDP",6.02
"IT","ITA","Italy","EU","2019","5121 Excise","% of Total Revenue",6.229
"IT","ITA","Italy","EU","2016","5121 Excise","% of Total Revenue",6.873
"IT","ITA","Italy","EU","2017","5111 VAT","% of Total Revenue",14.78
"IT","ITA","Italy","EU","2016","5121 Excise","% of GDP",2.903
"IT","ITA","Italy","EU","2018","5111 VAT","% of Total Revenue",14.784
"IT","ITA","Italy","EU","2017","5112 Sales","% of GDP",0
"IT","ITA","Italy","EU","2017","5121 Excise","% of Total Revenue",6.541
"IT","ITA","Italy","EU","2019","5112 Sales","% of GDP",0
"IT","ITA","Italy","EU","2017","5000 Consumption","% of GDP",12.088
"IT","ITA","Italy","EU","2018","5000 Consumption","% of GDP",12.011
"IT","ITA","Italy","EU","2018","5112 Sales","% of GDP",0
"IT","ITA","Italy","EU","2016","5000 Consumption","% of GDP",12.094
"IT","ITA","Italy","EU","2018","5121 Excise","% of Total Revenue",6.367
"IT","ITA","Italy","EU","2016","5112 Sales","% of GDP",0
"IT","ITA","Italy","EU","2019","5000 Consumption","% of GDP",12.058
"IT","ITA","Italy","EU","2019","5000 Consumption","% of Total Revenue",28.408
"IT","ITA","Italy","EU","2016","5112 Sales","% of Total Revenue",0
"IT","ITA","Italy","EU","2017","5112 Sales","% of Total Revenue",0
"IT","ITA","Italy","EU","2018","5112 Sales","% of Total Revenue",0
"IT","ITA","Italy","EU","2019","5112 Sales","% of Total Revenue",0
"IT","ITA","Italy","EU","2018","5000 Consumption","% of Total Revenue",28.685
"IT","ITA","Italy","EU","2017","5111 VAT","% of GDP",6.195
"IT","ITA","Italy","EU","2018","5111 VAT","% of GDP",6.19
"IT","ITA","Italy","EU","2019","5111 VAT","% of GDP",6.254
"IT","ITA","Italy","EU","2019","5111 VAT","% of Total Revenue",14.733
"IT","ITA","Italy","EU","2017","5000 Consumption","% of Total Revenue",28.84
"IT","ITA","Italy","EU","2016","5000 Consumption","% of Total Revenue",28.631
"JP","JPN","Japan","AS","2016","5112 Sales","% of GDP",0
"JP","JPN","Japan","AS","2016","5121 Excise","% of Total Revenue",5.041
"JP","JPN","Japan","AS","2017","5121 Excise","% of Total Revenue",5.961
"JP","JPN","Japan","AS","2016","5000 Consumption","% of Total Revenue",20.435
"JP","JPN","Japan","AS","2017","5000 Consumption","% of Total Revenue",20.972
"JP","JPN","Japan","AS","2018","5000 Consumption","% of Total Revenue",19.51
"JP","JPN","Japan","AS","2019","5000 Consumption","% of GDP",6.505
"JP","JPN","Japan","AS","2018","5121 Excise","% of Total Revenue",4.626
"JP","JPN","Japan","AS","2017","5121 Excise","% of GDP",1.87
"JP","JPN","Japan","AS","2016","5121 Excise","% of GDP",1.549
"JP","JPN","Japan","AS","2016","5000 Consumption","% of GDP",6.279
"JP","JPN","Japan","AS","2018","5111 VAT","% of GDP",4.104
"JP","JPN","Japan","AS","2019","5111 VAT","% of GDP",4.386
"JP","JPN","Japan","AS","2018","5000 Consumption","% of GDP",6.249
"JP","JPN","Japan","AS","2018","5121 Excise","% of GDP",1.482
"JP","JPN","Japan","AS","2016","5111 VAT","% of Total Revenue",13.294
"JP","JPN","Japan","AS","2017","5111 VAT","% of Total Revenue",12.95
"JP","JPN","Japan","AS","2017","5000 Consumption","% of GDP",6.58
"JP","JPN","Japan","AS","2016","5111 VAT","% of GDP",4.085
"JP","JPN","Japan","AS","2017","5111 VAT","% of GDP",4.063
"JP","JPN","Japan","AS","2016","5112 Sales","% of Total Revenue",0
"JP","JPN","Japan","AS","2019","5121 Excise","% of GDP",1.461
"JP","JPN","Japan","AS","2018","5111 VAT","% of Total Revenue",12.814
"KR","KOR","Republic of Korea","AS","2017","5000 Consumption","% of Total Revenue",27.728
"KR","KOR","Republic of Korea","AS","2018","5000 Consumption","% of Total Revenue",26.275
"KR","KOR","Republic of Korea","AS","2016","5121 Excise","% of Total Revenue",8.07
"KR","KOR","Republic of Korea","AS","2019","5112 Sales","% of Total Revenue",0
"KR","KOR","Republic of Korea","AS","2017","5111 VAT","% of GDP",4.051
"KR","KOR","Republic of Korea","AS","2018","5111 VAT","% of GDP",4.091
"KR","KOR","Republic of Korea","AS","2019","5111 VAT","% of Total Revenue",15.683
"KR","KOR","Republic of Korea","AS","2016","5111 VAT","% of GDP",3.919
"KR","KOR","Republic of Korea","AS","2016","5112 Sales","% of GDP",0
"KR","KOR","Republic of Korea","AS","2017","5112 Sales","% of GDP",0
"KR","KOR","Republic of Korea","AS","2016","5000 Consumption","% of GDP",6.962
"KR","KOR","Republic of Korea","AS","2017","5000 Consumption","% of GDP",7.031
"KR","KOR","Republic of Korea","AS","2016","5111 VAT","% of Total Revenue",15.84
"KR","KOR","Republic of Korea","AS","2017","5111 VAT","% of Total Revenue",15.975
"KR","KOR","Republic of Korea","AS","2018","5111 VAT","% of Total Revenue",15.294
"KR","KOR","Republic of Korea","AS","2016","5112 Sales","% of Total Revenue",0
"KR","KOR","Republic of Korea","AS","2017","5112 Sales","% of Total Revenue",0
"KR","KOR","Republic of Korea","AS","2018","5112 Sales","% of Total Revenue",0
"KR","KOR","Republic of Korea","AS","2016","5000 Consumption","% of Total Revenue",28.136
"KR","KOR","Republic of Korea","AS","2018","5112 Sales","% of GDP",0
"KR","KOR","Republic of Korea","AS","2019","5111 VAT","% of GDP",4.293
"KR","KOR","Republic of Korea","AS","2019","5000 Consumption","% of Total Revenue",25.817
"KR","KOR","Republic of Korea","AS","2018","5000 Consumption","% of GDP",7.029
"KR","KOR","Republic of Korea","AS","2019","5121 Excise","% of GDP",1.813
"KR","KOR","Republic of Korea","AS","2016","5121 Excise","% of GDP",1.997
"KR","KOR","Republic of Korea","AS","2017","5121 Excise","% of GDP",1.949
"KR","KOR","Republic of Korea","AS","2018","5121 Excise","% of GDP",1.913
"KR","KOR","Republic of Korea","AS","2019","5112 Sales","% of GDP",0
"KR","KOR","Republic of Korea","AS","2017","5121 Excise","% of Total Revenue",7.687
"KR","KOR","Republic of Korea","AS","2018","5121 Excise","% of Total Revenue",7.15
"KR","KOR","Republic of Korea","AS","2019","5121 Excise","% of Total Revenue",6.621
"KR","KOR","Republic of Korea","AS","2019","5000 Consumption","% of GDP",7.068
"LT","LTU","Lithuania","EU","2016","5000 Consumption","% of GDP",11.65
"LT","LTU","Lithuania","EU","2017","5000 Consumption","% of GDP",11.601
"LT","LTU","Lithuania","EU","2018","5000 Consumption","% of GDP",11.589
"LT","LTU","Lithuania","EU","2019","5000 Consumption","% of GDP",11.646
"LT","LTU","Lithuania","EU","2016","5111 VAT","% of GDP",7.784
"LT","LTU","Lithuania","EU","2017","5111 VAT","% of GDP",7.832
"LT","LTU","Lithuania","EU","2018","5111 VAT","% of GDP",7.781
"LT","LTU","Lithuania","EU","2019","5111 VAT","% of GDP",7.95
"LT","LTU","Lithuania","EU","2016","5112 Sales","% of GDP",0
"LT","LTU","Lithuania","EU","2017","5112 Sales","% of GDP",0
"LT","LTU","Lithuania","EU","2018","5112 Sales","% of GDP",0
"LT","LTU","Lithuania","EU","2019","5112 Sales","% of GDP",0
"LT","LTU","Lithuania","EU","2016","5121 Excise","% of GDP",3.177
"LT","LTU","Lithuania","EU","2017","5121 Excise","% of GDP",3.167
"LT","LTU","Lithuania","EU","2018","5121 Excise","% of GDP",3.191
"LT","LTU","Lithuania","EU","2019","5121 Excise","% of GDP",3.104
"LT","LTU","Lithuania","EU","2016","5000 Consumption","% of Total Revenue",39.289
"LT","LTU","Lithuania","EU","2017","5000 Consumption","% of Total Revenue",39.369
"LT","LTU","Lithuania","EU","2018","5000 Consumption","% of Total Revenue",38.417
"LT","LTU","Lithuania","EU","2019","5000 Consumption","% of Total Revenue",38.389
"LT","LTU","Lithuania","EU","2016","5111 VAT","% of Total Revenue",26.251
"LT","LTU","Lithuania","EU","2017","5111 VAT","% of Total Revenue",26.577
"LT","LTU","Lithuania","EU","2018","5111 VAT","% of Total Revenue",25.795
"LT","LTU","Lithuania","EU","2019","5111 VAT","% of Total Revenue",26.204
