"country","year","vat_revenue_ratio","iso_2","iso_3"
"Slovenia","2007",0.69,"SI","SVN"
"Slovenia","1992",0,"SI","SVN"
"Slovenia","1988",NA,"SI","SVN"
"Slovenia","2016",0.58,"SI","SVN"
"Slovenia","2006",0.68,"SI","SVN"
"Slovenia","2000",0.68,"SI","SVN"
"Slovenia","1980",NA,"SI","SVN"
"Slovenia","2015",0.58,"SI","SVN"
"Slovenia","2014",0.58,"SI","SVN"
"Slovenia","1996",0,"SI","SVN"
"Slovenia","2018",0.6,"SI","SVN"
"Slovenia","2011",0.59,"SI","SVN"
"Spain","2016",0.43,"ES","ESP"
"Spain","2006",0.56,"ES","ESP"
"Spain","2009",0.29,"ES","ESP"
"Spain","2000",0.52,"ES","ESP"
"Spain","2013",0.39,"ES","ESP"
"Spain","2012",0.4,"ES","ESP"
"Spain","2008",0.41,"ES","ESP"
"Spain","1996",0.44,"ES","ESP"
"Spain","1984",NA,"ES","ESP"
"Spain","2007",0.52,"ES","ESP"
"Spain","2005",0.56,"ES","ESP"
"Spain","1992",0.59,"ES","ESP"
"Spain","1988",0.572012998633308,"ES","ESP"
"Spain","2010",0.44,"ES","ESP"
"Spain","2015",0.43,"ES","ESP"
"Spain","1980",NA,"ES","ESP"
"Spain","2018",0.45,"ES","ESP"
"Spain","2011",0.38,"ES","ESP"
"Spain","2017",0.44,"ES","ESP"
"Spain","1976",NA,"ES","ESP"
"Spain","2014",0.41,"ES","ESP"
"Sweden","2006",0.55,"SE","SWE"
"Sweden","2017",0.59,"SE","SWE"
"Sweden","2005",0.54,"SE","SWE"
"Sweden","1992",0.4,"SE","SWE"
"Sweden","1996",0.49,"SE","SWE"
"Sweden","1976",0.44313615736232,"SE","SWE"
"Sweden","2015",0.57,"SE","SWE"
"Sweden","2016",0.58,"SE","SWE"
"Sweden","2018",0.59,"SE","SWE"
"Sweden","2007",0.56,"SE","SWE"
"Sweden","2014",0.55,"SE","SWE"
"Sweden","2012",0.55,"SE","SWE"
"Sweden","2009",0.55,"SE","SWE"
"Sweden","1984",0.380255309275334,"SE","SWE"
"Sweden","2013",0.55,"SE","SWE"
"Sweden","2011",0.57,"SE","SWE"
"Sweden","2008",0.57,"SE","SWE"
"Sweden","1980",0.358280257386466,"SE","SWE"
"Sweden","2010",0.57,"SE","SWE"
"Sweden","1988",0.421260477424964,"SE","SWE"
"Sweden","2000",0.51,"SE","SWE"
"Switzerland","2014",0.7,"CH","CHE"
"Switzerland","2016",0.68,"CH","CHE"
"Switzerland","2013",0.71,"CH","CHE"
"Switzerland","2017",0.69,"CH","CHE"
"Switzerland","1980",NA,"CH","CHE"
"Switzerland","2018",0.69,"CH","CHE"
"Switzerland","2011",0.71,"CH","CHE"
"Switzerland","1976",NA,"CH","CHE"
"Switzerland","2000",0.73,"CH","CHE"
"Switzerland","1988",NA,"CH","CHE"
"Switzerland","2010",0.72,"CH","CHE"
"Switzerland","2007",0.73,"CH","CHE"
"Switzerland","2015",0.69,"CH","CHE"
"Switzerland","2012",0.71,"CH","CHE"
"Switzerland","1984",NA,"CH","CHE"
"Switzerland","2006",0.74,"CH","CHE"
"Switzerland","2008",0.74,"CH","CHE"
"Switzerland","2005",0.72,"CH","CHE"
"Switzerland","2009",0.7,"CH","CHE"
"Switzerland","1996",0.67,"CH","CHE"
"Switzerland","1992",NA,"CH","CHE"
"Turkey","2014",0.4,"TR","TUR"
"Turkey","2018",0.4,"TR","TUR"
"Turkey","2010",0.41,"TR","TUR"
"Turkey","2011",0.44,"TR","TUR"
"Turkey","2005",0.4,"TR","TUR"
"Turkey","2013",0.44,"TR","TUR"
"Turkey","2012",0.4,"TR","TUR"
"Turkey","2017",0.41,"TR","TUR"
"Turkey","1984",NA,"TR","TUR"
"Turkey","2015",0.42,"TR","TUR"
"Turkey","1980",NA,"TR","TUR"
"Turkey","2007",0.38,"TR","TUR"
"Turkey","2000",0.46,"TR","TUR"
"Turkey","1992",0.37,"TR","TUR"
"Turkey","2009",0.36,"TR","TUR"
"Turkey","2006",0.42,"TR","TUR"
"Turkey","1976",NA,"TR","TUR"
"Turkey","2008",0.37,"TR","TUR"
"Turkey","1988",0.45139920210677,"TR","TUR"
"Turkey","2016",0.4,"TR","TUR"
"Turkey","1996",0.43,"TR","TUR"
"United Kingdom","2016",0.45,"GB","GBR"
"United Kingdom","2018",0.45,"GB","GBR"
"United Kingdom","2017",0.45,"GB","GBR"
"United Kingdom","2015",0.45,"GB","GBR"
"United Kingdom","2010",0.44,"GB","GBR"
"United Kingdom","2011",0.44,"GB","GBR"
"United Kingdom","2013",0.44,"GB","GBR"
"United Kingdom","2008",0.43,"GB","GBR"
"United Kingdom","2014",0.44,"GB","GBR"
"United Kingdom","2000",0.44,"GB","GBR"
"United Kingdom","2012",0.43,"GB","GBR"
"United Kingdom","1984",0.443660532515245,"GB","GBR"
"United Kingdom","2007",0.44,"GB","GBR"
"United Kingdom","2006",0.44,"GB","GBR"
"United Kingdom","1980",0.408428742482402,"GB","GBR"
"United Kingdom","2009",0.43,"GB","GBR"
"United Kingdom","1992",0.42,"GB","GBR"
"United Kingdom","1988",0.478259935982698,"GB","GBR"
"United Kingdom","2005",0.44,"GB","GBR"
"United Kingdom","1976",0.421525087670478,"GB","GBR"
"United Kingdom","1996",0.43,"GB","GBR"
